num,test,mac,time
651,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -51}]",3
652,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -45}, {'mac': 'Device 2', 'rssi': -52}]",5
653,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -59}]",10
654,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -55}, {'mac': 'Device 2', 'rssi': -63}]",12
655,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -57}, {'mac': 'Device 2', 'rssi': -63}]",13
656,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -60}]",16
657,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -61}, {'mac': 'Device 2', 'rssi': -65}]",17
659,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -41}, {'mac': 'Device 2', 'rssi': -73}]",25
661,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -53}]",0
662,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -35}]",5
663,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 2', 'rssi': -49}]",6
664,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 2', 'rssi': -61}]",7
665,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 2', 'rssi': -57}]",9
666,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 2', 'rssi': -59}]",10
667,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -45}]",12
668,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -43}]",13
669,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -53}]",19
670,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 2', 'rssi': -61}]",25
671,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -55}]",26
672,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -51}]",28
673,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -51}]",30
674,walk 30m 1m/s devices 1.5m try7,"[{'mac': 'Device 1', 'rssi': -51}, {'mac': 'Device 2', 'rssi': -56}]",31
675,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -31}]",0
676,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -43}]",1
677,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -57}]",7
678,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -37}, {'mac': 'Device 1', 'rssi': -41}]",8
679,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -59}]",10
680,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -43}]",11
681,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -59}]",12
682,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -59}]",14
683,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -57}]",15
684,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -47}]",17
685,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -55}]",21
686,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -57}]",27
687,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 2', 'rssi': -61}]",29
688,walk 30m 1m/s devices 1.5m try8,"[{'mac': 'Device 1', 'rssi': -38}]",31
689,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 1', 'rssi': -43}]",0
691,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 1', 'rssi': -46}, {'mac': 'Device 2', 'rssi': -63}]",6
692,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -57}, {'mac': 'Device 1', 'rssi': -61}]",8
693,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -63}]",9
694,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -67}, {'mac': 'Device 1', 'rssi': -59}]",10
695,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -61}]",13
696,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -53}]",16
697,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 1', 'rssi': -55}]",17
698,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -49}]",22
699,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -51}]",23
700,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -62}]",25
701,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -59}]",28
702,walk 30m 1m/s devices 1.5m try9,"[{'mac': 'Device 2', 'rssi': -57}]",31
827,x30m50cmpers,"[{'mac': 'Device 1', 'rssi': -21}]",0
828,x30m50cmpers,"[{'mac': 'Device 2', 'rssi': -29}]",6
834,walk 30m .5m/s devices 1.5m apart try0,"[{'mac': 'Device 2', 'rssi': -59}]",5
837,walk 30m .5m/s devices 1.5m apart try0,"[{'mac': 'Device 2', 'rssi': -43}]",11
838,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 2', 'rssi': -59}]",0
839,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -47}]",5
840,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -58}]",9
841,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -57}]",14
842,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -55}]",17
843,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -55}]",20
844,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -55}]",23
845,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -55}]",26
846,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -59}]",27
847,walk 30m .5m/s devices 1.5m apart try1,"[{'mac': 'Device 1', 'rssi': -55}]",42
848,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -41}]",0
849,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -57}]",8
850,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -59}]",11
851,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -53}]",12
852,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -49}]",14
853,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -51}, {'mac': 'Device 2', 'rssi': -59}]",15
854,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -59}]",22
855,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -59}]",23
856,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -53}]",25
857,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -59}]",27
858,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -59}]",28
859,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -55}]",31
860,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -55}]",33
861,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -55}]",35
862,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -57}]",38
863,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -57}]",42
865,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 2', 'rssi': -57}, {'mac': 'Device 1', 'rssi': -53}]",52
866,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -53}, {'mac': 'Device 2', 'rssi': -55}]",53
867,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -53}, {'mac': 'Device 2', 'rssi': -56}]",56
868,walk 30m .5m/s devices 1.5m apart try21,"[{'mac': 'Device 1', 'rssi': -51}]",58
869,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -34}]",0
871,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -61}]",12
872,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -69}]",14
873,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -57}]",16
874,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -59}]",17
875,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -65}]",19
876,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -55}]",23
877,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -61}]",25
878,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -57}]",26
880,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -51}]",31
881,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -55}]",34
883,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -57}]",37
884,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -57}]",40
885,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 2', 'rssi': -57}]",43
886,walk 30m .5m/s devices 1.5m apart try3,"[{'mac': 'Device 1', 'rssi': -52}]",56
887,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -47}]",0
888,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -47}]",4
890,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -55}]",11
891,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -57}]",12
892,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -57}, {'mac': 'Device 2', 'rssi': -59}]",14
893,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -49}]",15
894,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -53}]",17
895,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -48}]",18
896,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -54}]",20
897,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -51}]",21
898,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -57}]",28
899,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -55}, {'mac': 'Device 2', 'rssi': -59}]",30
900,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -59}]",32
901,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -61}]",33
902,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -55}]",38
903,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 2', 'rssi': -57}]",40
904,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -57}]",42
905,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -57}]",46
906,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -61}]",48
907,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -59}]",53
909,walk 30m .5m/s devices 1.5m apart try4,"[{'mac': 'Device 1', 'rssi': -49}]",62
910,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -33}]",0
911,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -53}]",11
912,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -53}]",12
913,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -56}, {'mac': 'Device 1', 'rssi': -47}]",14
914,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -48}]",15
915,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -53}]",17
917,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -55}]",21
918,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -57}]",25
919,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -57}]",27
920,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -55}]",31
921,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -55}]",35
922,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -55}]",37
923,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -53}]",43
924,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 1', 'rssi': -53}]",45
925,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -57}]",49
927,walk 30m .5m/s devices 1.5m apart try5,"[{'mac': 'Device 2', 'rssi': -59}]",61
929,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -37}]",44
932,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -45}]",51
933,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -47}]",52
934,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -55}]",54
935,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -59}]",55
936,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -49}]",58
937,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -44}]",60
938,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -51}]",64
939,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -59}]",66
940,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -55}]",70
941,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -61}]",72
942,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -57}]",74
943,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -57}]",75
944,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -49}]",77
945,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -55}]",79
947,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -53}, {'mac': 'Device 1', 'rssi': -59}]",85
948,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -57}]",90
949,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -51}]",91
951,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -57}]",94
952,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 2', 'rssi': -61}]",95
954,walk 30m .5m/s devices 0m apart try2,"[{'mac': 'Device 1', 'rssi': -61}]",100
